C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_47_579.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_47_579.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_47_579.jpg, 0, 0, 0, 7.783256E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_47_684.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_47_684.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_47_684.jpg, 0, 0, 0, 7.83683E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_47_786.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_47_786.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_47_786.jpg, 0, 0, 0, 7.867227E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_47_892.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_47_892.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_47_892.jpg, 0, 0, 0, 7.785999E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_47_996.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_47_996.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_47_996.jpg, 0, 0, 0, 7.819074E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_48_100.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_48_100.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_48_100.jpg, 0, 0, 0, 7.822905E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_48_202.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_48_202.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_48_202.jpg, 0, 0, 0, 8.082256E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_48_307.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_48_307.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_48_307.jpg, 0, 0, 0, 7.795569E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_48_411.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_48_411.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_48_411.jpg, 0, 0, 0, 7.793913E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_48_517.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_48_517.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_48_517.jpg, 0, 0, 0, 7.78545E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_48_624.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_48_624.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_48_624.jpg, 0, 0, 0, 7.803631E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_48_732.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_48_732.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_48_732.jpg, 0, 0, 0, 7.975173E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_48_842.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_48_842.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_48_842.jpg, 0, 0, 0, 7.780635E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_48_951.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_48_951.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_48_951.jpg, 0, 0, 0, 7.841479E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_49_059.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_49_059.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_49_059.jpg, 0, 0, 0, 8.089472E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_49_163.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_49_163.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_49_163.jpg, 0, 0, 0, 7.967814E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_49_265.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_49_265.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_49_265.jpg, 0, 0, 0, 7.814421E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_49_369.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_49_369.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_49_369.jpg, 0, 0, 0, 7.776559E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_49_472.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_49_472.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_49_472.jpg, 0, 0, 0, 7.808943E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_49_574.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_49_574.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_49_574.jpg, 0, 0, 0, 7.783524E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_49_678.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_49_678.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_49_678.jpg, 0, 0, 0, 7.809991E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_49_784.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_49_784.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_49_784.jpg, 0, 0, 0, 7.795884E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_49_886.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_49_886.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_49_886.jpg, 0, 0, 0, 7.798582E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_49_992.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_49_992.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_49_992.jpg, 0, 0, 0, 7.792882E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_50_097.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_50_097.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_50_097.jpg, 0, 0, 0, 7.771576E-05
C:\Users\Ramzan\Desktop\data\IMG\center_2022_07_13_09_42_50_199.jpg, C:\Users\Ramzan\Desktop\data\IMG\left_2022_07_13_09_42_50_199.jpg, C:\Users\Ramzan\Desktop\data\IMG\right_2022_07_13_09_42_50_199.jpg, 0, 0, 0, 7.898067E-05
